"run 1, alpha = .06",BRAF,NRAS,TP53,CDKN2A,C15orf23,STK19,OXA1L,ANKRD20A4,RPS27,PTEN,RAC1,TMEM216,ACSM2B,BAGE,LUZP2,SLC38A4,IDH1,PRB2,LCE1B,MRPS31,NOTCH2NL,C8A,HIST1H2AA,NRK,GRXCR1,RUNX1T1,TAF1A,RQCD1,PRB1,NAP1L2,MUM1L1,USP17L2,PRIM2,CDH9,PPP6C,VEGFC,RBM11,FUT9,HBD,NMS,TRAT1,TRIM58,MPP7,CTAGE6P,OR8D4,EMG1,ZNF99,SERPINB3,SPOCK3,HHLA2,CDK4,KLHL4,FRG2B,ELF5,ZNF98,GML,PDE1A,AREG,DDX3X,DMC1,PRB4,DEFB119,OR51S1,SNAP91,AGXT2,RERG,SPAG16,SPRR2G,STARD6,TMCO5A,CRB1,PARM1,DEFB118,LIN7A,ZMAT4,DEFB114,GRXCR2,VSNL1,UGT2A1,PSG4,ACD,POTEG,GK2,ZNF679,FABP2,MKX,TBC1D3B,DACH1,POTEM,HBG1,DEFB112,C3orf71,GNAI2,NDUFB9,HNF4G,MEOX2,EIF3D,PRSS48,TFEC,WDR12,TPTE2,FOLH1B,CLEC4E,UNC119B,KIAA1257,METTL7B,ARL16,HLA-DRA,NR1H4,TTN,OPN5,FAM19A1,RPAP1,CXCR2,CCK,CLEC14A,CERKL,SPANXN5,DPPA2,OR4N2,DAAM2,GZMA,SLC10A2,C4orf22,CSN3,MAP2K1,CLVS2,OR4N4,ABRA,MS4A2,CCDC28A,HSD11B1,OR52J3,LACRT,SSBP2,NMNAT3,PRR23B,ELMOD1,CYLC2,C1QTNF9,CADM2,TNP1,DCDC1,ACTC1,WDR65,ADAMTS2,SOX7,RBM46,PCDHB8,MNDA,MC2R,FGF16,CLCC1,C9,RAPGEF5,TCEB3C,CCDC54,QSOX2,SCGB1C1,TSPAN12,ELOVL4,CTNNB1,DSC3,PHGDH,IL5RA,RPGRIP1,GABRG1,SIGLEC14,KRT26,DEFB116,CPXCR1,XIRP2,THEMIS,LONRF2,PDHA2,DEFB110,UGT1A1,DGAT2L6,MYL2,RBM22,C2orf65,HRNR,ARID2,CCR2,DEFA4,AKAP11,GPR141,LRRC3B,ZNF454,SGCG,N4BP2,SDPR,NBPF7,NCR2,GPR20,CER1,APCS,EDN1,OR4M2,MYCL1,OR10G7,EIF1AX,SPINK13,TNFSF18,ZFX,C17orf67,GLRB,ACBD7,LRRC37A3,RGS18,DLGAP4,TACR3,GPR98,MUCL1,DYNLRB2,CDC20B,COPG2,COX7B2,FASLG,CCDC102B,SULT1E1,SPRR2D,MRPL54,SIRPB1,PRDM13,LIPE,TAS2R9,IGLL5,DSPP,SPRY3,PROS1,CNTN5,ZFP106,CLDN4,GCN1L1,LOC728819,RC3H2,TRHDE,UBE2J2,SLC14A1,ATF5,MUC7,PDCL2,APOB,ACMSD,FAM58A,ZNF711,RSPH6A,KEL,PDGFC,PRRG3,C16orf78,CD2,LRCH2,KRTAP17-1,SNCAIP,SETD1A,PENK,PHC2,CT62,WNT5A,KRTAP4-8,TREML4,DEFB121,IFT52,TAF7L,CPA3,C12orf43,SULT1B1,CRH,TLL1,KIAA1644,SIGLEC7,VPREB1,OR4F6,GPR65,C1orf51,CEACAM6,FAM65C,GRIN3A,DYDC1,KLHDC8A,COL5A2,CD86,NEU4,MAN1A1,GNG2,HS3ST4,MYH8,TAAR6,MCAM,KIR3DL2,ANXA10,CYP21A2,MT4,LECT2,SULT1C3,TANC2,FAM131B,FBXL6,C12orf76,UGT2B7,CLEC17A,PRKAA2,ZNF320,MYPOP,SLC30A10,NEUROD1,KRT78,CRHBP,CCNE1,DUSP22,CD300E,PRB3,COL4A4,OR5J2,CD96,KDM4B,ZNF716,GLIPR1L2,NKAIN3,PTPN22,DEFB115,ATP5F1,TRIM61,GPC5,HORMAD2,C19orf18,KRT77,TULP2,PEX5L,TMEM178,RNF217,C12orf59,REG3A,C12orf54,LOC649330,SPDYE4,LILRB4,TMPRSS11B,C12orf77,PCDP1,REG1B,FER1L6,HGF,CELSR2,EPPK1,STXBP5L,CCDC92,REG4,OR5H2,CABP5,C7orf34,ROPN1L,DSG3,TENC1,NECAB1,GAGE10,RGPD3,RBMS1,KHDC1,NOP10,FHL1,CRCT1,GAS2,GALNTL5,MOG,FAM155A,OR5H14,DMBX1,FAM53C,RP1,FRG1,RALGPS2,SELP,LIPH,STARD4,ALDH1A1,VPS13C,ATG2B,DHRS9,KCNJ9,AVPR1A,TMEM14B,LANCL1,HOXB6,GCG,C11orf24,FGF12,TNFRSF8,ADH1A,IGHMBP2,CLEC2B,OR10AG1,C18orf26,HTN1,CLCN3,MAP3K11,SERPINA10
AREG,0.578498405,0.506412966,0.499452921,0.503870944,0.497267987,0.502391654,0.503502375,0.493779196,0.498090783,0.504770097,0.496284311,0.503076508,0.491862786,0.513066593,0.497405489,0.493765281,0.502972204,0.501913045,0.498388707,0.494382403,0.499533088,0.489992611,0.497055952,0.489262049,0.491906522,0.49602905,0.498795568,0.49595214,0.511019824,0.491841392,0.500489146,0.495206995,0.50262542,0.4999731,0.498165055,0.496380402,0.495336432,0.494296652,0.499964967,0.496690137,0.500003224,0.495708488,0.493213931,0.489728366,0.496791302,0.500146197,0.505985922,0.500531045,0.495504913,0.498459299,0.495576786,0.495257714,0.494780171,0.496130728,0.494771464,0.496319733,0.495846511,0.496503306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDX3X,0.579952177,0.516253704,0.498715606,0.506984493,0.499694467,0.504563122,0.505801458,0.496098541,0.500495209,0.507536256,0.498709297,0.505198252,0.494266514,0.515216019,0.50017735,0.496177727,0.505472485,0.504248534,0.500764042,0.496816301,0.501867149,0.492743735,0.499488269,0.493317171,0.494316555,0.498472504,0.504559724,0.498280212,0.51306889,0.494584059,0.501309848,0.499000054,0.504946036,0.502852516,0.500570023,0.498373686,0.496909573,0.49669523,0.502324059,0.499122256,0.502388398,0.498141694,0.495617753,0.494615667,0.499233192,0.50251201,0.508094099,0.502918303,0.497795636,0.500499286,0.498000955,0.49765562,0.497209267,0.498561178,0.499977374,0.49875291,0.498178153,0.496225851,0.499166456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMC1,0.577009491,0.505194011,0.498242769,0.502589319,0.495636014,0.500196327,0.502234414,0.492554542,0.496807572,0.503649017,0.494320887,0.501617857,0.490684145,0.511788971,0.496523043,0.492574716,0.501922548,0.500650832,0.497058838,0.493143542,0.498280836,0.489145133,0.495777957,0.486447053,0.490698231,0.494778086,0.501025582,0.494628202,0.509740368,0.49097219,0.499240915,0.494671604,0.501364999,0.498719805,0.496523909,0.495121534,0.493810435,0.493070311,0.498698989,0.495443708,0.498724198,0.494454101,0.492014788,0.488307295,0.495520804,0.498860706,0.50261623,0.499258377,0.494261257,0.497253247,0.494325413,0.493547175,0.493536651,0.494843851,0.496723524,0.494317211,0.494111335,0.492587395,0.494994453,0.495079835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRB4,0.579363915,0.511270942,0.500720675,0.50510256,0.498572772,0.503638518,0.504743657,0.495064354,0.499370118,0.50614857,0.497622638,0.504325125,0.493107252,0.514242235,0.499080484,0.49505393,0.504371959,0.503603721,0.499655636,0.495642537,0.500779155,0.491594517,0.498350285,0.490459534,0.4931946,0.497320716,0.50349745,0.497151474,0.512215381,0.493218018,0.501730155,0.497218003,0.503836987,0.501255881,0.499502293,0.497671498,0.496624397,0.495564265,0.501226865,0.498045804,0.501276874,0.49700191,0.494494676,0.493894786,0.498100147,0.501410871,0.507187147,0.501804984,0.499312067,0.499665538,0.496862671,0.496541389,0.4960634,0.497422652,0.499157235,0.497612642,0.497072867,0.495102944,0.497509228,0.493861519,0.497918538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFB119,0.581707972,0.509713401,0.502583008,0.507151963,0.500547576,0.505648887,0.506762131,0.496958528,0.501373641,0.508170989,0.499538384,0.506355295,0.494959864,0.516323874,0.501071815,0.496930712,0.506408555,0.505329327,0.50163048,0.497583709,0.502735003,0.49338667,0.500345446,0.492166769,0.495028399,0.499271302,0.505459167,0.499136101,0.514288027,0.495298358,0.503731044,0.499169676,0.505977048,0.503193695,0.501433078,0.499634811,0.498758943,0.497471698,0.503221065,0.49997127,0.503301299,0.499116245,0.496350298,0.495776631,0.500073846,0.503430274,0.509140914,0.50398314,0.498718399,0.501624981,0.498939002,0.49848114,0.497988706,0.499389047,0.501039692,0.499587897,0.498949038,0.497007191,0.499423049,0.495714289,0.498287452,0.500122697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR51S1,0.580424487,0.508067494,0.501187709,0.505601031,0.498940174,0.504114602,0.505230532,0.49548935,0.499837566,0.503580872,0.49807946,0.504815098,0.493531899,0.514778776,0.499662699,0.495482168,0.504892181,0.503512403,0.500115918,0.496098558,0.501242594,0.491977327,0.499083038,0.490787832,0.493587591,0.497643981,0.503969042,0.49762478,0.512914525,0.493754926,0.50222088,0.497662985,0.50435687,0.499790223,0.499970559,0.498120815,0.49706676,0.496309215,0.501697365,0.498474821,0.50175796,0.497446861,0.49490029,0.494329572,0.499078766,0.501881995,0.507866999,0.502279912,0.497228431,0.500150221,0.497305039,0.496987211,0.496806952,0.497894035,0.499667404,0.498065259,0.497489423,0.495513791,0.4979422,0.494261053,0.496850891,0.498755107,0.49842804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNAP91,0.580128563,0.507982343,0.496685222,0.504756699,0.49794092,0.502953586,0.504389577,0.49445876,0.499027265,0.505684679,0.496773516,0.505773263,0.492830663,0.51389128,0.498494804,0.494729964,0.503848201,0.502509883,0.499220589,0.495346914,0.50001703,0.490999151,0.498011149,0.490692927,0.491976197,0.496489977,0.503174029,0.496849585,0.511867261,0.493037507,0.501688508,0.496879498,0.503344227,0.498448251,0.498822181,0.497340192,0.496303762,0.495249872,0.500889257,0.497627951,0.500931071,0.496318281,0.494177429,0.493421163,0.497752423,0.501067928,0.506745206,0.501457756,0.49632118,0.499355624,0.49653933,0.496202273,0.495742035,0.49704496,0.498833689,0.497281721,0.496743252,0.494737913,0.497185412,0.493271,0.496049191,0.497947344,0.496341745,0.497522929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGXT2,0.578387279,0.506180867,0.499260518,0.503543482,0.496965697,0.502056013,0.503183746,0.493496751,0.498679445,0.504971006,0.495990532,0.502759241,0.491630113,0.512734105,0.497449078,0.493483273,0.502864651,0.501603798,0.498086788,0.494101505,0.499230767,0.490064463,0.496753812,0.489059897,0.491634778,0.495734541,0.501912522,0.495508626,0.510685327,0.491867451,0.499360675,0.49563176,0.50226102,0.499666832,0.497856807,0.496149073,0.495044759,0.494017263,0.499657326,0.496387829,0.499696945,0.495414008,0.492936865,0.492286227,0.496424213,0.500412893,0.505701369,0.500793057,0.495254766,0.498166092,0.495319537,0.494882129,0.494491434,0.495834183,0.497644843,0.496021316,0.495520777,0.493535238,0.49590927,0.492310171,0.494120009,0.496695945,0.495228236,0.494431204,0.496153552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RERG,0.581800818,0.509548195,0.502578143,0.50714471,0.500540548,0.505564199,0.506751348,0.49695293,0.501366831,0.508162116,0.499526136,0.506345428,0.494948476,0.516312086,0.501064182,0.496926503,0.506401448,0.505156419,0.50162204,0.497577936,0.502728176,0.493382443,0.500336657,0.492161811,0.495023448,0.499265293,0.505376433,0.499145891,0.514277826,0.495294271,0.503726173,0.499164477,0.505792528,0.503192536,0.501428007,0.499631163,0.498560624,0.497454175,0.503211483,0.49996296,0.503299582,0.498961259,0.496350181,0.495710255,0.499972714,0.503312821,0.509135991,0.50380629,0.498714565,0.50161842,0.498694181,0.498403255,0.497982398,0.49938137,0.501034981,0.499580598,0.499372004,0.496986996,0.499420041,0.495710882,0.498278616,0.500273979,0.498740853,0.497948083,0.496609532,0.500116781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAG16,0.579213737,0.508524974,0.501339104,0.504065439,0.497522787,0.502461156,0.503703462,0.493966708,0.501708968,0.50510413,0.496555553,0.503088232,0.492202145,0.513191271,0.498081852,0.494061772,0.503362379,0.502157565,0.498642837,0.494655939,0.499772623,0.490651432,0.497361339,0.489625073,0.491921934,0.49630049,0.502492095,0.496146414,0.511256877,0.492485912,0.500710413,0.496153112,0.502868545,0.500399723,0.498411503,0.496658112,0.495624666,0.49460618,0.499813517,0.49696205,0.50024172,0.496005829,0.493514788,0.492952797,0.497066333,0.500376629,0.50609238,0.502453101,0.494317489,0.498710543,0.495812106,0.495208531,0.495036647,0.496708008,0.498184621,0.49663231,0.496074872,0.494092801,0.496382934,0.492881354,0.495354041,0.497263033,0.49581906,0.495044055,0.493888739,0.497259231,0.4967929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRR2G,0.581633495,0.509665064,0.502561348,0.507104516,0.50051024,0.505605546,0.506744635,0.496911127,0.501340702,0.508136033,0.499505407,0.506319826,0.49491391,0.516291347,0.501033955,0.4969206,0.506373224,0.505131906,0.501594076,0.49754611,0.502698719,0.493349032,0.500312045,0.492116535,0.494991158,0.499276659,0.505423946,0.499098671,0.514254193,0.495249409,0.503695525,0.499132204,0.505945623,0.503171899,0.501427958,0.499597404,0.498529477,0.497413636,0.503184912,0.499933912,0.503254677,0.498915293,0.496302721,0.49573893,0.500031197,0.503379927,0.509100213,0.503780898,0.498668875,0.50158968,0.498904515,0.498458241,0.497951361,0.499385336,0.501003888,0.499550281,0.498910971,0.496955687,0.499388299,0.495676702,0.498249808,0.500443335,0.498743901,0.497910018,0.496653453,0.500236571,0.497224055,0.500080657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARD6,0.580684678,0.508015346,0.501606556,0.506113758,0.498944193,0.504623217,0.505739842,0.495499212,0.50046781,0.507145256,0.497779328,0.505326228,0.493981869,0.515305611,0.500041062,0.495936087,0.505383936,0.504148046,0.500611114,0.496577626,0.501048308,0.492423369,0.499309939,0.490899294,0.494046194,0.497734672,0.504461724,0.498114974,0.513266551,0.494317267,0.502716006,0.498151461,0.504855799,0.502103051,0.500401304,0.498612593,0.497551653,0.49646766,0.502198125,0.49893855,0.50225766,0.49737925,0.495365494,0.494792883,0.499038222,0.501768549,0.5081601,0.502784148,0.497710572,0.500632305,0.497790993,0.49746098,0.496979991,0.498364491,0.500136787,0.49855966,0.497952253,0.495977921,0.498421637,0.494726619,0.497281844,0.499247388,0.497730629,0.496493552,0.495693475,0.49924003,0.496260178,0.499209567,0.498982492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMCO5A,0.577126776,0.505245868,0.498290431,0.502685387,0.49610936,0.501207628,0.502336609,0.492651584,0.497055882,0.503740229,0.495118244,0.501902461,0.486893554,0.511889285,0.496622975,0.492643899,0.502087301,0.500773968,0.497233023,0.493246233,0.498382746,0.489240822,0.495884809,0.488218166,0.491186498,0.494960947,0.50112941,0.494732714,0.510145299,0.491162387,0.499340266,0.494774559,0.501421615,0.498824717,0.496979355,0.492700762,0.494188238,0.4931986,0.498802151,0.49552241,0.498829684,0.494556531,0.492102711,0.491524211,0.495622752,0.498965089,0.504853019,0.499359642,0.494329772,0.49729791,0.494429101,0.491953951,0.493640261,0.495305283,0.496827113,0.495156841,0.494641675,0.492664362,0.495090404,0.483732678,0.493949518,0.49582143,0.494392465,0.493590421,0.49239619,0.495817102,0.493300891,0.495784107,0.494820297,0.495205021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRB1,0.579951128,0.510511268,0.501452214,0.503792515,0.497947928,0.502404399,0.503912009,0.494273981,0.498721924,0.505502086,0.49614511,0.503478982,0.492677119,0.513211063,0.498225731,0.494558593,0.503615926,0.502361439,0.499582965,0.495293331,0.499960515,0.491499338,0.497710305,0.490022535,0.492737209,0.496526385,0.502324397,0.496587569,0.511258782,0.492835108,0.506140449,0.496663249,0.503075767,0.500275615,0.498809737,0.497012425,0.496035882,0.495001974,0.500537086,0.497356258,0.508352276,0.496141537,0.493717011,0.492804703,0.496700117,0.500658885,0.50634985,0.502291982,0.49784678,0.499634545,0.496305215,0.495428038,0.495471212,0.496783237,0.498438481,0.49655208,0.496220544,0.494559367,0.497219072,0.493037618,0.497745623,0.497662741,0.496084098,0.495142696,0.493645831,0.497613768,0.496101888,0.497620038,0.494622618,0.493162498,0.497183764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARM1,0.582080143,0.509563011,0.502518656,0.507045891,0.500435953,0.505550289,0.506625302,0.496868907,0.501253637,0.508034897,0.498325259,0.506220281,0.494838919,0.516157635,0.501045088,0.496837661,0.50624812,0.50515411,0.501566758,0.496558535,0.502619779,0.493312034,0.500231048,0.49212339,0.494944516,0.49916756,0.505337842,0.499031383,0.515759495,0.495257338,0.503168111,0.499066475,0.505709227,0.502594711,0.50136701,0.499528056,0.498597732,0.49736722,0.503147787,0.499920635,0.503165839,0.498961813,0.495812823,0.495665553,0.499958059,0.503293531,0.509004893,0.503805673,0.49862777,0.501558003,0.498703477,0.498372822,0.497889944,0.499281823,0.500936888,0.49947906,0.498850892,0.496897069,0.499323949,0.495628468,0.498198504,0.500353865,0.498693524,0.497854638,0.496602803,0.500161233,0.497168217,0.500130818,0.499140246,0.495733389,0.497186464,0.500000309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
