,BRAF,NRAS,TP53,CDKN2A,C15orf23,STK19,OXA1L,ANKRD20A4,RPS27,PTEN,RAC1,TMEM216,ACSM2B,BAGE,LUZP2,SLC38A4,IDH1,PRB2,LCE1B,MRPS31,NOTCH2NL,C8A,HIST1H2AA,NRK,GRXCR1,RUNX1T1,TAF1A,RQCD1,PRB1,NAP1L2,MUM1L1,USP17L2,PRIM2,CDH9,PPP6C,VEGFC,RBM11,FUT9,HBD,NMS,TRAT1,TRIM58,MPP7,CTAGE6P,OR8D4,EMG1,ZNF99,SERPINB3,SPOCK3,HHLA2,CDK4,KLHL4,FRG2B,ELF5,ZNF98,GML,PDE1A,AREG,DDX3X,DMC1,PRB4,DEFB119,OR51S1,SNAP91,AGXT2,RERG,SPAG16,SPRR2G,STARD6,TMCO5A,CRB1,PARM1,DEFB118,LIN7A,ZMAT4,DEFB114,GRXCR2,VSNL1,UGT2A1,PSG4,ACD,POTEG,GK2,ZNF679,FABP2,MKX,TBC1D3B,DACH1,POTEM,HBG1,DEFB112,C3orf71,GNAI2,NDUFB9,HNF4G,MEOX2,EIF3D,PRSS48,TFEC,WDR12,TPTE2,FOLH1B,CLEC4E,UNC119B,KIAA1257,METTL7B,ARL16,HLA-DRA,NR1H4,TTN,OPN5,FAM19A1,RPAP1,CXCR2,CCK,CLEC14A,CERKL,SPANXN5,DPPA2,OR4N2,DAAM2,GZMA,SLC10A2,C4orf22,CSN3,MAP2K1,CLVS2,OR4N4,ABRA,MS4A2,CCDC28A,HSD11B1,OR52J3,LACRT,SSBP2,NMNAT3,PRR23B,ELMOD1,CYLC2,C1QTNF9,CADM2,TNP1,DCDC1,ACTC1,WDR65,ADAMTS2,SOX7,RBM46,PCDHB8,MNDA,MC2R,FGF16,CLCC1,C9,RAPGEF5,TCEB3C,CCDC54,QSOX2,SCGB1C1,TSPAN12,ELOVL4,CTNNB1,DSC3,PHGDH,IL5RA,RPGRIP1,GABRG1,SIGLEC14,KRT26,DEFB116,CPXCR1,XIRP2,THEMIS,LONRF2,PDHA2,DEFB110,UGT1A1,DGAT2L6,MYL2,RBM22,C2orf65,HRNR,ARID2,CCR2,DEFA4,AKAP11,GPR141,LRRC3B,ZNF454,SGCG,N4BP2,SDPR,NBPF7,NCR2,GPR20,CER1,APCS,EDN1,OR4M2,MYCL1,OR10G7,EIF1AX,SPINK13,TNFSF18,ZFX,C17orf67,GLRB,ACBD7,LRRC37A3,RGS18,DLGAP4,TACR3,GPR98,MUCL1,DYNLRB2,CDC20B,COPG2,COX7B2,FASLG,CCDC102B,SULT1E1,SPRR2D,MRPL54,SIRPB1,PRDM13,LIPE,TAS2R9,IGLL5,DSPP,SPRY3,PROS1,CNTN5,ZFP106,CLDN4,GCN1L1,LOC728819,RC3H2,TRHDE,UBE2J2,SLC14A1,ATF5,MUC7,PDCL2,APOB,ACMSD,FAM58A,ZNF711,RSPH6A,KEL,PDGFC,PRRG3,C16orf78,CD2,LRCH2,KRTAP17-1,SNCAIP,SETD1A,PENK,PHC2,CT62,WNT5A,KRTAP4-8,TREML4,DEFB121,IFT52,TAF7L,CPA3,C12orf43,SULT1B1,CRH,TLL1,KIAA1644,SIGLEC7,VPREB1,OR4F6,GPR65,C1orf51,CEACAM6,FAM65C,GRIN3A,DYDC1,KLHDC8A,COL5A2,CD86,NEU4,MAN1A1,GNG2,HS3ST4,MYH8,TAAR6,MCAM,KIR3DL2,ANXA10,CYP21A2,MT4,LECT2,SULT1C3,TANC2,FAM131B,FBXL6,C12orf76,UGT2B7,CLEC17A,PRKAA2,ZNF320,MYPOP,SLC30A10,NEUROD1,KRT78,CRHBP,CCNE1,DUSP22,CD300E,PRB3,COL4A4,OR5J2,CD96,KDM4B,ZNF716,GLIPR1L2,NKAIN3,PTPN22,DEFB115,ATP5F1,TRIM61,GPC5,HORMAD2,C19orf18,KRT77,TULP2,PEX5L,TMEM178,RNF217,C12orf59,REG3A,C12orf54,LOC649330,SPDYE4,LILRB4,TMPRSS11B,C12orf77,PCDP1,REG1B,FER1L6,HGF,CELSR2,EPPK1,STXBP5L,CCDC92,REG4,OR5H2,CABP5,C7orf34,ROPN1L,DSG3,TENC1,NECAB1,GAGE10,RGPD3,RBMS1,KHDC1,NOP10,FHL1,CRCT1,GAS2,GALNTL5,MOG,FAM155A,OR5H14,DMBX1,FAM53C,RP1,FRG1,RALGPS2,SELP,LIPH,STARD4,ALDH1A1,VPS13C,ATG2B,DHRS9,KCNJ9,AVPR1A,TMEM14B,LANCL1,HOXB6,GCG,C11orf24,FGF12,TNFRSF8,ADH1A,IGHMBP2,CLEC2B,OR10AG1,C18orf26,HTN1,CLCN3,MAP3K11,SERPINA10
AREG,0.507565843,0.508089652,0.507762387,0.507820411,0.507317101,0.508609823,0.507495273,0.507483395,0.507677306,0.508208247,0.507403642,0.508675495,0.507646008,0.50845729,0.507438375,0.507451477,0.507414453,0.508729672,0.507816563,0.507151357,0.507783746,0.506893014,0.507583914,0.506916277,0.507452846,0.507435369,0.508443444,0.507578601,0.507975095,0.507273822,0.508178123,0.507327591,0.507378106,0.507487545,0.507591938,0.507454845,0.507438168,0.507584711,0.507753465,0.507447629,0.508046622,0.507189996,0.507222162,0.507176204,0.507471348,0.507414072,0.509216744,0.508072013,0.507510618,0.507744771,0.507492872,0.507336505,0.507103627,0.507550115,0.507789191,0.50743034,0.507398685,0.507868365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDX3X,0.507847296,0.508696502,0.50803628,0.50824129,0.507591859,0.508876511,0.507769093,0.50776848,0.507953159,0.508512565,0.507688641,0.508942792,0.507924644,0.508729474,0.50771505,0.50772938,0.507683799,0.508995847,0.508087002,0.507426965,0.508052855,0.507163523,0.507864999,0.507066466,0.507407833,0.507714825,0.508714283,0.507840774,0.508245468,0.507546809,0.508453031,0.507736992,0.507649634,0.507859175,0.50786706,0.507732218,0.507715037,0.507807171,0.508032776,0.507726812,0.508321937,0.507276086,0.507494854,0.507452827,0.507749954,0.507683899,0.509474228,0.508347536,0.507797461,0.508018977,0.5077723,0.507612823,0.507322309,0.507822349,0.508065179,0.507708606,0.507653999,0.507478397,0.508158713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMC1,0.507915291,0.508276051,0.508104356,0.508162607,0.507654037,0.508952691,0.507833664,0.507833857,0.508021615,0.508573234,0.507753313,0.509020583,0.507994497,0.508805869,0.507779849,0.507797385,0.507749109,0.509072715,0.508154931,0.507485748,0.508131782,0.507217121,0.507933073,0.507216523,0.507799204,0.507778492,0.508799025,0.507899742,0.508299264,0.507610548,0.508525298,0.507690618,0.507711045,0.507828817,0.507934028,0.507797282,0.507781944,0.507931732,0.50810283,0.50779359,0.508394092,0.507552925,0.50755749,0.507512825,0.507815929,0.507748825,0.509554475,0.508418652,0.507863587,0.508087639,0.507838592,0.507675918,0.507435891,0.507897958,0.508135839,0.507774613,0.50771376,0.507540562,0.507820766,0.508237147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRB4,0.507871386,0.508550263,0.508062679,0.508119346,0.507612988,0.508906935,0.507791977,0.50779148,0.507977971,0.508527894,0.507713005,0.50897425,0.507951259,0.508759569,0.50773737,0.507754499,0.507705972,0.509042683,0.508111805,0.50744516,0.508087543,0.507178849,0.507889226,0.507189172,0.507759491,0.507736024,0.508744286,0.507873212,0.508271517,0.507571091,0.508481049,0.507648851,0.507670355,0.507788058,0.507893199,0.507754773,0.507739293,0.507888269,0.508058298,0.507752025,0.508349226,0.507511866,0.507515523,0.507473016,0.50777376,0.507707533,0.509508506,0.508373843,0.507933498,0.508043729,0.507795542,0.507634308,0.507395677,0.507854441,0.508092025,0.507731849,0.507675714,0.507499552,0.507778574,0.507845045,0.508189549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFB119,0.507951389,0.508477351,0.508139596,0.508197687,0.507688338,0.508988246,0.507868511,0.507869071,0.508057265,0.508608774,0.507788655,0.509055563,0.508029272,0.508841181,0.507806359,0.507829921,0.50777998,0.509132389,0.508189578,0.507520146,0.508157871,0.507250339,0.507969245,0.507256501,0.507834771,0.507813828,0.50882523,0.507952859,0.508348669,0.507644418,0.508559695,0.507725705,0.507741611,0.507862365,0.507968599,0.50783246,0.507850404,0.507968722,0.508138672,0.507828176,0.508431249,0.507615362,0.507589582,0.507546025,0.507850743,0.507784009,0.509587696,0.50848232,0.507899041,0.508121522,0.507870825,0.507711239,0.50747025,0.507933752,0.508171381,0.507810319,0.507746277,0.50757545,0.507855099,0.507922992,0.507880134,0.508275918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR51S1,0.507589186,0.508110367,0.507790327,0.507743092,0.507341373,0.508630792,0.50752164,0.507452723,0.507699129,0.508295025,0.507436348,0.508695022,0.507670996,0.508477539,0.507511516,0.507479113,0.5074383,0.508753103,0.507838595,0.507176215,0.507806726,0.506918622,0.507653036,0.50694247,0.507479348,0.50746301,0.508464588,0.507591978,0.508029372,0.507300232,0.508129162,0.507375536,0.507405301,0.507516946,0.507620076,0.507479159,0.507462423,0.507662044,0.507776428,0.507473868,0.508069596,0.507241412,0.507168056,0.506676441,0.507585853,0.507368025,0.50926745,0.508094379,0.507542445,0.507769688,0.507516963,0.5073643,0.507180847,0.507577648,0.507829921,0.507454206,0.507413684,0.507227988,0.507503282,0.507564084,0.507524939,0.50759964,0.507892221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNAP91,0.507932864,0.508477892,0.508099235,0.508176812,0.507676404,0.508955036,0.507852061,0.507810347,0.508028555,0.508582164,0.507731825,0.509317946,0.507960225,0.508811367,0.507796946,0.507762552,0.507767404,0.509076009,0.508169171,0.507510169,0.508146437,0.50718391,0.507950475,0.50736406,0.507818973,0.507798935,0.508796152,0.507934456,0.508327113,0.507622391,0.508555728,0.507710323,0.507732586,0.507806428,0.507950915,0.507768181,0.507802205,0.50792815,0.508117636,0.50781205,0.508366657,0.507576261,0.507532845,0.507518836,0.507835426,0.507688298,0.5095263,0.508302824,0.507878715,0.508100786,0.507857699,0.507587701,0.507460448,0.507916505,0.508151249,0.507791269,0.507733768,0.507558237,0.507840289,0.507905898,0.50786373,0.507940708,0.507587996,0.508256608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGXT2,0.507749537,0.508273831,0.507957801,0.507999687,0.507496016,0.508792134,0.507644376,0.507671429,0.50801404,0.508479269,0.507591952,0.50885252,0.50783394,0.508637376,0.507585123,0.507632999,0.50759089,0.508906288,0.507785881,0.507329884,0.507965834,0.507067447,0.507767519,0.507085754,0.507636954,0.507616965,0.508622491,0.507751584,0.508153288,0.507452752,0.508361703,0.507530968,0.507556121,0.507670796,0.507771939,0.507646703,0.507619762,0.507734364,0.50793629,0.50762964,0.508228276,0.507395438,0.50740044,0.507357052,0.507653283,0.507539429,0.508973046,0.508350497,0.507706286,0.507925272,0.507681281,0.50751671,0.507280803,0.507733666,0.507971136,0.507612049,0.507561576,0.507382829,0.50765946,0.507723777,0.507580768,0.507759476,0.507407837,0.507744533,0.508061602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RERG,0.507885081,0.50840556,0.50807441,0.50813591,0.507625102,0.508923411,0.507526425,0.507804636,0.50799168,0.508542136,0.507723862,0.508988989,0.507962368,0.508774214,0.507750467,0.507765345,0.507718356,0.509040893,0.508125246,0.507457497,0.508101323,0.5071899,0.507902944,0.507199421,0.507769693,0.507749095,0.50875874,0.507889262,0.508285034,0.507582,0.50849483,0.507661731,0.507421528,0.507800505,0.507903928,0.507767978,0.507752524,0.507901766,0.508072204,0.507762931,0.508366083,0.50752645,0.507527558,0.507484935,0.507786373,0.507720183,0.509524457,0.508387832,0.507834482,0.508057055,0.507808916,0.507647214,0.507407964,0.507867924,0.508105625,0.507745171,0.50750576,0.507511589,0.507791362,0.507858002,0.507814752,0.507893787,0.507535413,0.50787689,0.507694169,0.508205791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAG16,0.507776848,0.508375927,0.508009432,0.508024437,0.507524651,0.508802891,0.507699802,0.507699159,0.508468752,0.508427407,0.507619799,0.508693322,0.507855829,0.508657043,0.507623121,0.507660785,0.507617636,0.508682757,0.508018225,0.50735942,0.507990991,0.507096314,0.507795976,0.507103944,0.507724794,0.507626721,0.508642459,0.507778783,0.508222702,0.507481129,0.508275351,0.507557457,0.507467406,0.507484029,0.50779812,0.507663672,0.50764779,0.507778044,0.507961962,0.507657628,0.508250565,0.507423473,0.507289753,0.507384114,0.507680569,0.507618394,0.509401792,0.508340227,0.507590006,0.507948405,0.507703095,0.50755927,0.507290566,0.507822595,0.507996291,0.507638703,0.507467067,0.50740927,0.507686446,0.507750649,0.50770886,0.50778503,0.507439637,0.507767578,0.507593977,0.507721799,0.50809108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRR2G,0.507947942,0.508474739,0.508140694,0.508195127,0.507684832,0.508984338,0.50786587,0.507866278,0.508054087,0.508605722,0.507785432,0.509052802,0.508024565,0.50883827,0.507811449,0.50783084,0.507777451,0.509103932,0.508186381,0.507516538,0.508164388,0.507246401,0.50796597,0.507252626,0.507831296,0.507815184,0.50882231,0.507949416,0.508346401,0.507641741,0.508556752,0.507722196,0.507745736,0.507860882,0.507970392,0.507828991,0.507814013,0.507964038,0.508135347,0.507824698,0.508426599,0.507583769,0.507586115,0.507543848,0.507848145,0.507780049,0.509585613,0.508450989,0.507896448,0.508118329,0.507876241,0.507711363,0.507466672,0.507935792,0.508168064,0.507806806,0.50774278,0.507571343,0.507852512,0.507920449,0.507876615,0.507964428,0.507600075,0.507937952,0.507754936,0.507890331,0.507782047,0.508272179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARD6,0.507769506,0.508295408,0.507962439,0.508020814,0.507513428,0.508810014,0.507653923,0.507690279,0.507882648,0.508428856,0.507610115,0.508876954,0.507848184,0.508660617,0.507637481,0.507613544,0.50760769,0.508929783,0.508013888,0.507346314,0.507986429,0.507081847,0.507787524,0.507096501,0.507655696,0.507635601,0.5086459,0.507771374,0.508173875,0.507469624,0.508383524,0.507549102,0.50757329,0.507688443,0.507790865,0.507613368,0.507638676,0.507787162,0.507957121,0.507648697,0.508249308,0.506918413,0.507417288,0.507372937,0.507671605,0.507609147,0.509414782,0.508274259,0.507720057,0.507945071,0.507694534,0.507534484,0.507297329,0.50775296,0.50799444,0.507631071,0.507392083,0.507399643,0.507400071,0.507742963,0.507700457,0.507777302,0.507423836,0.507763453,0.50757908,0.507713591,0.507608961,0.507774886,0.508083051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMCO5A,0.507892502,0.508412822,0.508079795,0.508137844,0.507633786,0.508928701,0.507812019,0.507811975,0.50802199,0.508549537,0.507731222,0.50899635,0.507969701,0.508781671,0.507757685,0.50770827,0.507739449,0.509051351,0.508132495,0.507464647,0.508106875,0.507196924,0.507910308,0.507084857,0.507845669,0.507769585,0.508766122,0.507893567,0.508351073,0.507601743,0.508501406,0.507667518,0.507689833,0.507806975,0.507911088,0.507775142,0.507757726,0.507912655,0.508079584,0.507770238,0.508370691,0.507531012,0.507534459,0.50749049,0.507793668,0.507725178,0.50947402,0.508395125,0.507841752,0.508064323,0.507816223,0.507654257,0.507415032,0.507945841,0.508112393,0.507751777,0.507693502,0.50751868,0.507796986,0.507865335,0.507822082,0.507901157,0.507546913,0.5078837,0.507701411,0.507835536,0.507786291,0.507897699,0.507720885,0.508213484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRB1,0.507346859,0.508009567,0.507104677,0.507536648,0.507024622,0.508137262,0.507281299,0.50720036,0.507455415,0.507991869,0.507202985,0.508416746,0.507476996,0.508173468,0.507219118,0.50717063,0.507214037,0.508476379,0.507694919,0.506779116,0.507591251,0.506777822,0.507364396,0.5066192,0.507243173,0.507210435,0.508169465,0.507349626,0.507748486,0.507041103,0.508836174,0.507143978,0.507184096,0.50715176,0.507379089,0.507246411,0.506895174,0.507348334,0.507527294,0.507212235,0.509108964,0.507021938,0.506927736,0.506983859,0.507133546,0.507205314,0.508816957,0.507783366,0.507271951,0.507622151,0.50725857,0.507075771,0.506914937,0.507312974,0.507528164,0.507218175,0.507108126,0.507006288,0.507279098,0.507324107,0.507362154,0.50735518,0.506987309,0.507265831,0.507177725,0.507297452,0.507181597,0.507352346,0.507191776,0.5072609,0.507626959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARM1,0.507893388,0.508428034,0.508083091,0.508140633,0.507635141,0.508918315,0.507813429,0.507808204,0.507999008,0.508546384,0.507735787,0.508990404,0.507970065,0.508776936,0.507770051,0.507774182,0.507727435,0.509059956,0.508125086,0.507468697,0.50810811,0.507147105,0.507911112,0.507212147,0.507710099,0.507758313,0.508761611,0.507895064,0.508613406,0.507593848,0.508504736,0.507671479,0.507692104,0.507785194,0.507913671,0.50777692,0.507784151,0.507909833,0.508081244,0.507368784,0.508368438,0.507548316,0.507549565,0.507198407,0.507433984,0.507729272,0.50951854,0.508412189,0.507752791,0.508076853,0.507817701,0.507653826,0.507419073,0.507876417,0.508112577,0.507753608,0.50769464,0.50752196,0.507799608,0.507865874,0.507825565,0.507932811,0.507547898,0.507859539,0.507703955,0.507836856,0.507727891,0.507898566,0.507722877,0.507844158,0.507270207,0.508215389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
